125,SCSF14,50,1,0.004,0.973,0.005,0.018
126,OHES7,50,3,0.937,0.015,0.028,0.020
127,ARGR18,50,1,0.006,0.718,0.013,0.263
128,COHA5,50,3,0.988,0.003,0.004,0.004
129,ARCC16,50,1,0.004,0.936,0.008,0.053
130,ILHE3,50,2,0.377,0.444,0.095,0.085
131,VCN4,56,3,0.975,0.008,0.006,0.011
132,INEM10,50,3,0.968,0.011,0.004,0.017
133,MSWD7,50,1,0.007,0.355,0.025,0.612
134,MSCS15,50,1,0.006,0.981,0.005,0.009
135,ILWB24,50,2,0.372,0.317,0.009,0.301
136,MSSM9,50,1,0.004,0.982,0.006,0.008
137,ALCC9,50,1,0.007,0.704,0.142,0.146
138,ILLG18,56,1,0.008,0.963,0.008,0.021
139,WB1,50,3,0.986,0.004,0.005,0.005
140,ALHR8,62,1,0.007,0.017,0.042,0.934
141,MOKC9,50,3,0.981,0.005,0.008,0.006
142,MOMA18,50,1,0.004,0.981,0.004,0.011
143,SCSF11,50,1,0.004,0.977,0.005,0.013
144,VARC4,50,3,0.971,0.008,0.013,0.008
145,SCSF15,50,1,0.005,0.981,0.005,0.009
146,OHES8,50,3,0.962,0.016,0.008,0.014
147,ARGR19,50,1,0.008,0.974,0.005,0.013
148,COHA6,50,3,0.981,0.006,0.004,0.008
149,ARWR20,50,1,0.006,0.698,0.013,0.283
150,ARCC17,56,1,0.019,0.936,0.007,0.038
151,ILHE4,56,3,0.893,0.082,0.006,0.019
152,INEM12,50,3,0.801,0.113,0.055,0.032
153,MSCS2,50,1,0.005,0.973,0.008,0.014
154,MSCS16,50,1,0.004,0.972,0.009,0.015
155,VCN21,50,3,0.974,0.005,0.013,0.008
156,ILWB27,50,1,0.009,0.014,0.006,0.971
157,MSSM16,50,1,0.004,0.980,0.010,0.006
158,VCN29,50,3,0.984,0.004,0.006,0.006
159,ALCC10,50,1,0.004,0.983,0.004,0.009
160,ILLG19,50,1,0.005,0.769,0.015,0.211
161,ALHR9,50,1,0.011,0.435,0.010,0.543
162,MOKC10,50,3,0.765,0.186,0.010,0.038
163,MOMA19,50,1,0.046,0.276,0.008,0.669
164,SCSF17,50,1,0.004,0.984,0.005,0.007
165,VARC5,50,3,0.986,0.004,0.005,0.005
166,SCSF16,50,1,0.004,0.982,0.005,0.008
167,ARWR5,56,1,0.009,0.888,0.008,0.094
168,ARWR7,56,1,0.038,0.930,0.011,0.021
169,ILHE1,62,2,0.557,0.378,0.021,0.044
170,ILLG16,56,1,0.016,0.800,0.012,0.173
171,ARWR14,62,1,0.010,0.978,0.006,0.007
172,PPP1,43,5,0.004,0.005,0.984,0.007
173,TXFW1,43,4,0.007,0.012,0.015,0.966
174,PPP9,25,5,0.003,0.003,0.989,0.005
175,PPP17,25,5,0.004,0.003,0.989,0.004
176,MIWA1,25,5,0.004,0.003,0.988,0.005
177,PPP25,25,5,0.003,0.003,0.989,0.005
178,GC5,25,5,0.004,0.003,0.989,0.005
179,PPP33,25,5,0.003,0.003,0.989,0.004
180,KYHR10,25,6,0.007,0.965,0.006,0.021
181,ILGG5,25,6,0.005,0.005,0.009,0.981
182,PASH5,25,5,0.312,0.004,0.668,0.016
183,VAWR6,25,6,0.004,0.010,0.010,0.976
184,Landsdale1A,25,5,0.074,0.042,0.594,0.291
185,MOGR1,25,6,0.005,0.018,0.004,0.973
186,SCCC1,34,6,0.043,0.015,0.007,0.936
187,ID-ID3,25,6,0.006,0.074,0.004,0.916
188,MOSJ1,25,6,0.005,0.186,0.012,0.797
189,PPP2,43,5,0.005,0.004,0.984,0.007
190,PPP10,43,5,0.005,0.005,0.984,0.007
191,PPP18,34,5,0.005,0.004,0.984,0.007
192,MIWA2,25,5,0.004,0.003,0.988,0.005
193,PPP26,25,5,0.004,0.003,0.989,0.004
194,GC6,34,5,0.004,0.003,0.988,0.005
195,PPP34,25,5,0.003,0.003,0.989,0.004
196,KYHR11,25,6,0.005,0.014,0.028,0.953
197,ILGG6,25,6,0.005,0.006,0.007,0.982
198,PASH6,25,5,0.312,0.004,0.665,0.019
199,ILWB13,25,6,0.005,0.904,0.005,0.086
200,Landsdale1B,34,5,0.069,0.036,0.624,0.271
201,Tws16-7,25,6,0.009,0.384,0.026,0.581
202,WB4,25,5,0.009,0.108,0.790,0.092
203,ALAC14,34,6,0.012,0.005,0.008,0.975
204,MOGR5,25,6,0.004,0.020,0.005,0.971
205,SCCC2,43,6,0.042,0.018,0.006,0.933
206,ID-ID4,25,6,0.005,0.071,0.005,0.919
207,PPP3,25,5,0.004,0.003,0.989,0.004
208,MOCC3,25,6,0.349,0.007,0.022,0.622
209,PPP11,25,5,0.004,0.003,0.989,0.005
210,OHCQ3,25,5,0.005,0.003,0.987,0.005
211,PPP19,25,5,0.003,0.003,0.989,0.005
212,MIWA4,25,5,0.004,0.003,0.989,0.005
213,PPP27,25,5,0.004,0.003,0.989,0.004
214,GC8,25,5,0.003,0.003,0.989,0.005
215,PPP35,25,5,0.004,0.003,0.989,0.005
216,KYHR12,25,6,0.053,0.034,0.166,0.746
217,VCN8,34,5,0.006,0.005,0.982,0.007
218,ILGG7,25,6,0.006,0.006,0.009,0.980
219,PASH7,25,5,0.318,0.004,0.662,0.016
220,VAWR11,34,6,0.005,0.016,0.011,0.968
221,Landsdale1C,25,5,0.080,0.041,0.588,0.290
222,PtA1A,25,5,0.376,0.009,0.598,0.017
223,ALAC16,25,6,0.010,0.006,0.011,0.973
224,WB13,25,5,0.005,0.003,0.986,0.005
225,SCCC3,25,6,0.059,0.014,0.006,0.921
226,ID-ID5,25,6,0.006,0.063,0.005,0.927
227,MOSJ12,25,6,0.004,0.098,0.060,0.838
228,PPP4,25,5,0.004,0.003,0.988,0.005
229,MOCC4,25,6,0.005,0.107,0.103,0.785
230,PPP12,25,5,0.003,0.003,0.989,0.004
231,TXFW13,25,4,0.004,0.907,0.011,0.078
232,PPP20,25,5,0.003,0.003,0.989,0.004
233,MIWA6,25,5,0.003,0.003,0.989,0.005
234,PPP28,25,5,0.004,0.003,0.989,0.004
235,KYHR4,25,6,0.051,0.033,0.181,0.735
236,KYHR13,25,6,0.008,0.962,0.007,0.024
237,VCN9,43,5,0.006,0.006,0.978,0.009
238,ILGG9,25,6,0.006,0.005,0.009,0.980
239,PASH8,43,5,0.183,0.022,0.082,0.713
240,ILWB16,25,6,0.005,0.972,0.004,0.019
241,VAWR12,25,6,0.004,0.009,0.009,0.979
242,WB6,25,5,0.004,0.004,0.987,0.006
243,ALAC17,43,6,0.006,0.006,0.013,0.974
244,MOGR7,34,6,0.004,0.035,0.005,0.956
245,WB14,25,5,0.005,0.003,0.987,0.005
246,ID-ID6,25,6,0.005,0.066,0.005,0.924
247,MOSJ13,25,6,0.005,0.110,0.065,0.821
248,PPP5,25,5,0.003,0.003,0.989,0.005
249,TXFW5,25,4,0.006,0.080,0.010,0.905
250,MOCC5,25,6,0.006,0.100,0.105,0.789
251,PPP13,43,5,0.005,0.005,0.984,0.007
252,OHCQ5,25,5,0.005,0.004,0.987,0.005
253,MIWA8,25,5,0.004,0.003,0.989,0.005
254,PPP29,25,5,0.004,0.003,0.989,0.004
255,VCN2,25,5,0.005,0.003,0.987,0.005
256,KYHR14,25,6,0.045,0.023,0.178,0.754
257,ILGG12,25,6,0.006,0.006,0.009,0.979
258,PASH9,25,5,0.311,0.004,0.666,0.019
259,VAWR14,25,6,0.013,0.016,0.020,0.951
260,ALHR6,43,6,0.007,0.011,0.006,0.977
261,WB7,34,5,0.005,0.005,0.985,0.006
262,WB15,25,5,0.005,0.003,0.987,0.004
263,MOSJ16,25,6,0.005,0.175,0.012,0.809
264,PPP6,43,5,0.005,0.005,0.983,0.007
265,MOCC6,25,6,0.008,0.036,0.004,0.951
266,PPP14,25,5,0.003,0.003,0.989,0.005
267,OHCQ6,25,5,0.005,0.003,0.987,0.005
268,PPP22,25,5,0.004,0.003,0.989,0.005
269,MIWA9,25,5,0.004,0.003,0.989,0.005
270,GC2,25,5,0.003,0.003,0.989,0.005
271,PPP30,34,5,0.004,0.003,0.988,0.005
272,ILHE2,25,6,0.006,0.005,0.009,0.980
273,KYHR6,25,6,0.005,0.013,0.026,0.956
274,PASH2,34,5,0.311,0.005,0.670,0.014
275,VCN11,34,5,0.007,0.004,0.982,0.008
276,ILGG18,25,6,0.005,0.006,0.008,0.981
277,PASH10,25,5,0.310,0.004,0.671,0.015
278,ILWB23,25,6,0.005,0.901,0.005,0.089
279,VAWR15,25,6,0.006,0.009,0.027,0.959
280,PABE1,25,5,0.056,0.013,0.691,0.239
281,ALHR7,25,6,0.005,0.011,0.006,0.978
282,WB8,34,5,0.007,0.005,0.983,0.006
283,MOGR18,25,6,0.004,0.015,0.005,0.976
284,MOSJ6,34,6,0.004,0.014,0.006,0.975
285,WB16,25,5,0.005,0.003,0.987,0.005
286,MOSJ18,34,6,0.008,0.212,0.016,0.764
287,MOCC7,25,6,0.172,0.067,0.072,0.689
288,PPP15,43,5,0.005,0.005,0.983,0.007
289,OHCQ15,25,5,0.005,0.004,0.987,0.005
290,PPP23,43,5,0.006,0.004,0.984,0.006
291,MIWA10,25,5,0.004,0.003,0.989,0.005
292,GC3,25,5,0.003,0.003,0.989,0.004
293,PPP31,25,5,0.003,0.003,0.989,0.004
294,KYHR8,25,6,0.005,0.015,0.029,0.951
295,PASH3,25,5,0.312,0.004,0.668,0.016
296,VCN12,25,5,0.005,0.003,0.988,0.004
297,ILGG19,25,6,0.005,0.005,0.008,0.981
298,VAWR16,25,6,0.022,0.006,0.012,0.960
299,PABE2,25,5,0.013,0.004,0.971,0.012
300,ALAC21,43,6,0.007,0.007,0.010,0.976
301,MOGR20,25,6,0.005,0.018,0.004,0.973
302,WB17,25,5,0.005,0.004,0.987,0.005
303,SCCC8,25,6,0.055,0.012,0.007,0.926
304,MOSJ19,25,6,0.020,0.490,0.074,0.416
305,PPP8,25,5,0.004,0.003,0.988,0.005
306,MOCC8,25,6,0.017,0.822,0.033,0.128
307,PPP16,43,5,0.004,0.005,0.984,0.007
308,OHCQ19,25,5,0.005,0.004,0.987,0.004
309,MIWA11,25,5,0.003,0.003,0.989,0.004
310,GC4,25,5,0.004,0.003,0.989,0.004
311,PPP32,34,5,0.004,0.003,0.988,0.005
312,KYHR9,25,6,0.005,0.014,0.027,0.955
313,VCN5,25,5,0.005,0.003,0.987,0.004
314,PASH4,25,5,0.313,0.004,0.667,0.015
315,VCN13,43,5,0.007,0.004,0.983,0.006
316,ILGG20,25,6,0.006,0.005,0.009,0.980
317,VAWR5,25,6,0.004,0.010,0.010,0.976
318,VAWR17,25,6,0.004,0.009,0.010,0.976
319,ILWB2,25,6,0.006,0.901,0.005,0.088
320,WB10,25,5,0.005,0.004,0.987,0.005
321,ALAC22,25,6,0.011,0.005,0.011,0.974
322,MOGR21,25,6,0.005,0.018,0.005,0.973
323,ARCC4,34,6,0.052,0.070,0.095,0.784
324,ID-ID2,25,6,0.005,0.065,0.005,0.926
325,SCCC9,43,6,0.019,0.018,0.004,0.958
326,MOSJ20,25,6,0.488,0.005,0.275,0.232
327,VCN22,43,5,0.008,0.007,0.979,0.007
328,OHCQ4,34,5,0.007,0.005,0.982,0.006
329,VCN19,34,5,0.007,0.004,0.983,0.006
330,ILGG2,43,6,0.015,0.015,0.012,0.958
331,MOSJ11,0,7,0.029,0.028,0.038,0.905
332,SCCC5,25,7,0.071,0.083,0.004,0.841
